best_correct_frac,best_wrong_frac,chosen_ok,chosen_pose,class,comp_id,gap_frac,image,verdict
0.164,0.1654,1,pose0,Diode,13,-0.0014,circuit_606.jpg,tied
0.1181,0.365,1,pose2,Resistor,18,-0.2469,circuit_606.jpg,correct_better
0.125,0.3703,1,pose0,Resistor,19,-0.2453,circuit_606.jpg,correct_better
,,0,pose2,BJT-PNP,20,,circuit_606.jpg,no_correct_pose
,,0,pose2,BJT-PNP,21,,circuit_606.jpg,no_correct_pose
0.0983,0.0983,0,pose4,I-DC,0,0.0,circuit_607.jpg,tied
0.1119,0.3603,1,pose2,Inductor,1,-0.2484,circuit_607.jpg,correct_better
0.1058,0.3701,1,pose2,Inductor,2,-0.2642,circuit_607.jpg,correct_better
0.1581,0.3695,1,pose0,Capacitor,3,-0.2114,circuit_607.jpg,correct_better
0.161,0.3673,1,pose0,Capacitor,4,-0.2062,circuit_607.jpg,correct_better
0.1082,0.3349,1,pose0,Resistor,5,-0.2267,circuit_607.jpg,correct_better
0.1144,0.3416,1,pose0,Resistor,6,-0.2272,circuit_607.jpg,correct_better
0.1068,0.1069,1,pose0,V-DC,0,-0.0001,circuit_61.jpg,tied
0.1265,0.124,0,pose6,I-DC,1,0.0025,circuit_61.jpg,tied
0.1055,0.1044,0,pose6,V-DC,2,0.0011,circuit_61.jpg,tied
0.1584,0.3693,1,pose0,Capacitor,3,-0.2108,circuit_61.jpg,correct_better
0.1243,0.3663,1,pose0,Inductor,4,-0.2421,circuit_61.jpg,correct_better
0.0997,0.0996,0,pose6,I-DC,5,0.0001,circuit_61.jpg,tied
0.1252,0.3676,1,pose2,Resistor,6,-0.2425,circuit_61.jpg,correct_better
0.125,0.3569,1,pose0,Resistor,7,-0.2319,circuit_61.jpg,correct_better
0.1151,0.115,0,pose4,I-DC,8,0.0001,circuit_61.jpg,tied
0.0943,0.0944,1,pose0,V-DC,0,-0.0001,circuit_611.jpg,tied
0.1531,0.3698,1,pose0,Capacitor,1,-0.2167,circuit_611.jpg,correct_better
0.1093,0.2088,1,pose2,Inductor,2,-0.0995,circuit_611.jpg,correct_better
0.1055,0.3452,1,pose0,Resistor,3,-0.2397,circuit_611.jpg,correct_better
0.0925,0.0925,1,pose0,I-DC,5,-0.0,circuit_611.jpg,tied
0.1097,0.3457,1,pose0,Resistor,6,-0.236,circuit_611.jpg,correct_better
0.1075,0.3642,1,pose2,Resistor,7,-0.2567,circuit_611.jpg,correct_better
0.1038,0.3882,1,pose2,V-AC,0,-0.2844,circuit_614.jpg,correct_better
0.1102,0.283,1,pose2,Resistor,1,-0.1729,circuit_614.jpg,correct_better
0.1114,0.3473,1,pose0,Inductor,2,-0.236,circuit_614.jpg,correct_better
0.1462,0.3799,1,pose0,Capacitor,4,-0.2337,circuit_614.jpg,correct_better
0.1095,0.3392,1,pose0,Resistor,5,-0.2297,circuit_614.jpg,correct_better
0.0961,0.2714,1,pose2,I-AC,6,-0.1752,circuit_614.jpg,correct_better
0.0956,0.0954,0,pose4,V-DC,0,0.0001,circuit_618.jpg,tied
0.1529,0.3668,1,pose0,Capacitor,1,-0.2139,circuit_618.jpg,correct_better
0.0978,0.0978,0,pose4,I-DC,2,0.0001,circuit_618.jpg,tied
0.1135,0.3669,1,pose2,Inductor,3,-0.2534,circuit_618.jpg,correct_better
0.1114,0.3607,1,pose2,Resistor,4,-0.2493,circuit_618.jpg,correct_better
0.1097,0.3418,1,pose0,Resistor,5,-0.2321,circuit_618.jpg,correct_better
0.0966,0.0965,0,pose4,I-DC,0,0.0,circuit_623.jpg,tied
0.1099,0.3568,1,pose2,Resistor,2,-0.2469,circuit_623.jpg,correct_better
0.1552,0.3661,1,pose0,Capacitor,3,-0.2109,circuit_623.jpg,correct_better
0.0813,0.0812,0,pose4,V-DC,4,0.0001,circuit_623.jpg,tied
0.1101,0.343,1,pose0,Inductor,5,-0.2329,circuit_623.jpg,correct_better
0.0926,0.0915,0,pose6,V-DC,0,0.0011,circuit_645.jpg,tied
0.0937,0.0936,0,pose6,I-DC,1,0.0001,circuit_645.jpg,tied
0.1154,0.3593,1,pose0,Inductor,2,-0.2438,circuit_645.jpg,correct_better
0.1097,0.2427,1,pose2,Resistor,3,-0.133,circuit_645.jpg,correct_better
0.1534,0.3801,1,pose0,Capacitor,4,-0.2268,circuit_645.jpg,correct_better
0.1118,0.2869,1,pose2,Resistor,5,-0.1752,circuit_645.jpg,correct_better
0.1085,0.3366,1,pose0,Resistor,7,-0.2282,circuit_645.jpg,correct_better
0.0909,0.3771,1,pose2,I-AC,0,-0.2862,circuit_649.jpg,correct_better
,,1,pose0,V-AC,1,,circuit_649.jpg,no_wrong_pose
0.1465,0.3813,1,pose0,Capacitor,2,-0.2349,circuit_649.jpg,correct_better
0.1089,0.3377,1,pose0,Resistor,3,-0.2288,circuit_649.jpg,correct_better
0.1129,0.35,1,pose0,Inductor,4,-0.2371,circuit_649.jpg,correct_better
0.0901,0.3101,1,pose2,I-AC,5,-0.22,circuit_649.jpg,correct_better
0.0915,0.0904,0,pose6,V-DC,0,0.0011,circuit_658.jpg,tied
0.1096,0.3445,1,pose0,Inductor,1,-0.2349,circuit_658.jpg,correct_better
0.0938,0.0937,0,pose6,I-DC,2,0.0001,circuit_658.jpg,tied
0.1534,0.38,1,pose0,Capacitor,3,-0.2265,circuit_658.jpg,correct_better
0.1092,0.3434,1,pose0,Inductor,4,-0.2342,circuit_658.jpg,correct_better
0.1116,0.3429,1,pose2,Resistor,6,-0.2313,circuit_658.jpg,correct_better
0.1108,0.3379,1,pose0,Resistor,7,-0.2271,circuit_658.jpg,correct_better
0.0984,0.0973,0,pose6,V-DC,0,0.0012,circuit_665.jpg,tied
0.1453,0.3743,1,pose0,Capacitor,1,-0.229,circuit_665.jpg,correct_better
0.1033,0.1032,0,pose4,I-DC,2,0.0001,circuit_665.jpg,tied
0.1095,0.2646,1,pose2,Inductor,3,-0.1551,circuit_665.jpg,correct_better
0.1061,0.3319,1,pose0,Resistor,4,-0.2258,circuit_665.jpg,correct_better
0.0966,0.0966,1,pose0,I-DC,0,-0.0001,circuit_678.jpg,tied
0.1416,0.1401,0,pose4,Zener Diode,1,0.0016,circuit_678.jpg,tied
0.1487,0.1471,0,pose4,Zener Diode,2,0.0016,circuit_678.jpg,tied
0.1702,0.1715,1,pose0,Diode,3,-0.0013,circuit_678.jpg,tied
0.1444,0.1428,0,pose4,Zener Diode,4,0.0016,circuit_678.jpg,tied
0.1336,0.376,1,pose0,Inductor,5,-0.2424,circuit_678.jpg,correct_better
0.1694,0.1707,1,pose0,Diode,6,-0.0013,circuit_678.jpg,tied
0.136,0.3806,1,pose0,Inductor,7,-0.2447,circuit_678.jpg,correct_better
0.1617,0.163,1,pose0,Diode,8,-0.0013,circuit_678.jpg,tied
0.1719,0.3997,1,pose0,Capacitor,9,-0.2278,circuit_678.jpg,correct_better
0.1615,0.1628,1,pose0,Diode,10,-0.0013,circuit_678.jpg,tied
0.1311,0.3718,1,pose0,Inductor,11,-0.2408,circuit_678.jpg,correct_better
0.1383,0.3822,1,pose2,Resistor,12,-0.2438,circuit_678.jpg,correct_better
0.1667,0.3943,1,pose0,Capacitor,13,-0.2276,circuit_678.jpg,correct_better
,,1,pose0,V-AC,14,,circuit_678.jpg,no_wrong_pose
0.1898,0.4052,1,pose2,Capacitor,16,-0.2153,circuit_678.jpg,correct_better
0.1655,0.1668,1,pose0,Diode,17,-0.0013,circuit_678.jpg,tied
0.1047,0.3855,1,pose2,I-AC,0,-0.2808,circuit_689.jpg,correct_better
0.1012,0.3664,1,pose0,I-AC,1,-0.2653,circuit_689.jpg,correct_better
,,1,pose0,V-AC,2,,circuit_689.jpg,no_wrong_pose
,,1,pose0,V-AC,3,,circuit_689.jpg,no_wrong_pose
0.2853,0.1711,0,pose2,MOSFET-P,4,0.1143,circuit_689.jpg,wrong_better
0.0957,0.0957,0,pose4,V-DC,6,0.0,circuit_689.jpg,tied
,,0,pose2,MOSFET-P,7,,circuit_689.jpg,no_correct_pose
0.2866,0.1608,0,pose6,MOSFET-N,8,0.1259,circuit_689.jpg,wrong_better
,,0,pose2,MOSFET-P,9,,circuit_689.jpg,no_correct_pose
0.1347,0.3789,1,pose0,Resistor,10,-0.2442,circuit_689.jpg,correct_better
0.2549,0.1456,0,pose6,MOSFET-N,11,0.1093,circuit_689.jpg,wrong_better
0.2654,0.1715,0,pose6,MOSFET-N,13,0.0938,circuit_689.jpg,wrong_better
0.1476,0.1457,0,pose4,Zener Diode,14,0.0019,circuit_689.jpg,tied
0.0942,0.0942,1,pose0,V-DC,0,-0.0,circuit_690.jpg,tied
0.1555,0.3743,1,pose0,Capacitor,1,-0.2188,circuit_690.jpg,correct_better
0.1051,0.1051,0,pose4,V-DC,2,0.0001,circuit_690.jpg,tied
0.1121,0.3418,1,pose0,Resistor,3,-0.2297,circuit_690.jpg,correct_better
0.0982,0.0982,0,pose4,I-DC,4,0.0,circuit_690.jpg,tied
0.1128,0.3606,1,pose2,Resistor,5,-0.2479,circuit_690.jpg,correct_better
0.1122,0.3776,1,pose2,Inductor,6,-0.2654,circuit_690.jpg,correct_better
0.1078,0.3321,1,pose0,Resistor,0,-0.2243,circuit_707.jpg,correct_better
0.1594,0.3648,1,pose0,Capacitor,1,-0.2054,circuit_707.jpg,correct_better
0.117,0.1171,1,pose0,V-DC,2,-0.0001,circuit_707.jpg,tied
0.1125,0.3504,1,pose0,Inductor,3,-0.2378,circuit_707.jpg,correct_better
,,1,pose0,V-AC,0,,circuit_709.jpg,no_wrong_pose
0.1027,0.387,1,pose0,I-AC,1,-0.2843,circuit_709.jpg,correct_better
0.1144,0.1135,0,pose6,I-DC,2,0.0009,circuit_709.jpg,tied
0.1023,0.1025,1,pose0,V-DC,3,-0.0002,circuit_709.jpg,tied
0.1007,0.0995,0,pose6,V-DC,5,0.0012,circuit_709.jpg,tied
0.1752,0.3653,1,pose0,Capacitor,6,-0.1901,circuit_709.jpg,correct_better
0.1285,0.2779,1,pose2,Inductor,7,-0.1494,circuit_709.jpg,correct_better
,,1,pose0,Capacitor,8,,circuit_709.jpg,no_wrong_pose
0.1247,0.382,1,pose2,Inductor,9,-0.2573,circuit_709.jpg,correct_better
0.1139,0.3559,1,pose2,Inductor,10,-0.242,circuit_709.jpg,correct_better
0.1736,0.3953,1,pose0,Capacitor,11,-0.2217,circuit_709.jpg,correct_better
0.165,0.3919,1,pose0,Capacitor,12,-0.2269,circuit_709.jpg,correct_better
0.1227,0.3779,1,pose2,Inductor,13,-0.2552,circuit_709.jpg,correct_better
0.1246,0.3686,1,pose0,Inductor,0,-0.2439,circuit_720.jpg,correct_better
0.1475,0.1521,1,pose2,Zener Diode,1,-0.0046,circuit_720.jpg,tied
0.1658,0.1671,1,pose0,Diode,2,-0.0013,circuit_720.jpg,tied
0.1099,0.1087,0,pose6,V-DC,3,0.0012,circuit_720.jpg,tied
0.1817,0.3902,1,pose2,Capacitor,4,-0.2085,circuit_720.jpg,correct_better
0.1938,0.3984,1,pose2,Capacitor,6,-0.2046,circuit_720.jpg,correct_better
0.1646,0.166,1,pose0,Diode,7,-0.0014,circuit_720.jpg,tied
0.1093,0.1092,0,pose6,I-DC,8,0.0001,circuit_720.jpg,tied
0.1561,0.1552,0,pose4,Zener Diode,9,0.0009,circuit_720.jpg,tied
0.1736,0.175,1,pose0,Diode,10,-0.0014,circuit_720.jpg,tied
0.1484,0.1467,0,pose4,Zener Diode,11,0.0017,circuit_720.jpg,tied
0.1693,0.1707,1,pose0,Diode,12,-0.0014,circuit_720.jpg,tied
0.1715,0.1727,1,pose0,Diode,13,-0.0012,circuit_720.jpg,tied
0.1855,0.3935,1,pose2,Capacitor,14,-0.208,circuit_720.jpg,correct_better
0.1284,0.2465,1,pose0,Inductor,15,-0.1181,circuit_720.jpg,correct_better
0.1286,0.3648,1,pose2,Resistor,17,-0.2362,circuit_720.jpg,correct_better
0.1163,0.343,1,pose0,Resistor,0,-0.2268,circuit_730.jpg,correct_better
0.109,0.3961,1,pose2,V-AC,1,-0.2871,circuit_730.jpg,correct_better
0.1062,0.3861,1,pose2,I-AC,3,-0.2799,circuit_730.jpg,correct_better
0.1143,0.3428,1,pose0,Resistor,4,-0.2285,circuit_730.jpg,correct_better
0.1775,0.3936,1,pose0,Capacitor,5,-0.2162,circuit_730.jpg,correct_better
0.1211,0.371,1,pose2,Resistor,6,-0.2499,circuit_730.jpg,correct_better
0.1205,0.3819,1,pose2,Inductor,7,-0.2614,circuit_730.jpg,correct_better
0.0922,0.0923,1,pose0,I-DC,0,-0.0001,circuit_733.jpg,tied
0.1629,0.3679,1,pose0,Capacitor,1,-0.205,circuit_733.jpg,correct_better
0.0982,0.0981,0,pose4,V-DC,2,0.0001,circuit_733.jpg,tied
0.1056,0.3342,1,pose0,Resistor,3,-0.2286,circuit_733.jpg,correct_better
0.1053,0.339,1,pose2,Resistor,4,-0.2338,circuit_733.jpg,correct_better
0.1064,0.3546,1,pose2,Inductor,5,-0.2482,circuit_733.jpg,correct_better
0.0912,0.0912,1,pose0,V-DC,0,-0.0001,circuit_743.jpg,tied
0.107,0.3491,1,pose0,Resistor,1,-0.242,circuit_743.jpg,correct_better
0.1094,0.3282,1,pose2,Inductor,2,-0.2189,circuit_743.jpg,correct_better
0.1431,0.3772,1,pose0,Capacitor,3,-0.2341,circuit_743.jpg,correct_better
0.1019,0.1007,0,pose6,V-DC,5,0.0012,circuit_743.jpg,tied
0.1231,0.1229,0,pose6,I-DC,0,0.0001,circuit_748.jpg,tied
0.1731,0.1745,1,pose0,Diode,1,-0.0014,circuit_748.jpg,tied
0.1797,0.181,1,pose0,Diode,2,-0.0013,circuit_748.jpg,tied
0.1806,0.182,1,pose0,Diode,4,-0.0014,circuit_748.jpg,tied
0.1188,0.4019,1,pose2,V-AC,5,-0.283,circuit_748.jpg,correct_better
0.1335,0.3665,1,pose2,Resistor,6,-0.233,circuit_748.jpg,correct_better
0.1834,0.3959,1,pose2,Capacitor,7,-0.2125,circuit_748.jpg,correct_better
0.1807,0.388,1,pose2,Capacitor,8,-0.2073,circuit_748.jpg,correct_better
0.1531,0.1515,0,pose4,Zener Diode,9,0.0017,circuit_748.jpg,tied
0.1704,0.1718,1,pose0,Diode,10,-0.0013,circuit_748.jpg,tied
0.1368,0.3756,1,pose0,Inductor,11,-0.2389,circuit_748.jpg,correct_better
0.1318,0.3667,1,pose0,Inductor,12,-0.2349,circuit_748.jpg,correct_better
,,1,pose2,Capacitor,13,,circuit_748.jpg,no_wrong_pose
0.1519,0.3957,1,pose0,Inductor,14,-0.2438,circuit_748.jpg,correct_better
0.165,0.1663,1,pose0,Diode,15,-0.0013,circuit_748.jpg,tied
0.1563,0.1546,0,pose4,Zener Diode,16,0.0018,circuit_748.jpg,tied
0.1516,0.1498,0,pose4,Zener Diode,17,0.0017,circuit_748.jpg,tied
0.1096,0.3925,1,pose2,V-AC,0,-0.2829,circuit_750.jpg,correct_better
0.1911,0.1885,0,pose4,Zener Diode,1,0.0026,circuit_750.jpg,tied
0.1524,0.1509,0,pose4,Zener Diode,2,0.0015,circuit_750.jpg,tied
0.1181,0.3538,1,pose0,Inductor,3,-0.2357,circuit_750.jpg,correct_better
0.1206,0.3553,1,pose0,Inductor,4,-0.2347,circuit_750.jpg,correct_better
0.1042,0.104,0,pose6,I-DC,5,0.0002,circuit_750.jpg,tied
0.1648,0.166,1,pose0,Diode,6,-0.0012,circuit_750.jpg,tied
0.1745,0.1758,1,pose0,Diode,7,-0.0014,circuit_750.jpg,tied
0.1312,0.3686,1,pose2,Resistor,8,-0.2374,circuit_750.jpg,correct_better
0.1729,0.1742,1,pose0,Diode,9,-0.0013,circuit_750.jpg,tied
0.1264,0.3633,1,pose0,Inductor,10,-0.2369,circuit_750.jpg,correct_better
0.1758,0.1772,1,pose0,Diode,12,-0.0013,circuit_750.jpg,tied
,,1,pose2,Capacitor,13,,circuit_750.jpg,no_wrong_pose
0.1706,0.1719,1,pose0,Diode,14,-0.0013,circuit_750.jpg,tied
0.1873,0.4012,1,pose2,Capacitor,15,-0.2139,circuit_750.jpg,correct_better
0.1928,0.4001,1,pose2,Capacitor,16,-0.2073,circuit_750.jpg,correct_better
0.1426,0.141,0,pose4,Zener Diode,18,0.0016,circuit_750.jpg,tied
0.0967,0.3863,1,pose2,V-AC,0,-0.2896,circuit_755.jpg,correct_better
0.1314,0.3637,1,pose0,Inductor,1,-0.2323,circuit_755.jpg,correct_better
0.1282,0.36,1,pose0,Inductor,2,-0.2317,circuit_755.jpg,correct_better
0.1149,0.1148,0,pose6,I-DC,4,0.0002,circuit_755.jpg,tied
0.1719,0.1733,1,pose0,Diode,5,-0.0014,circuit_755.jpg,tied
0.1737,0.175,1,pose0,Diode,6,-0.0013,circuit_755.jpg,tied
0.1594,0.1578,0,pose4,Zener Diode,7,0.0016,circuit_755.jpg,tied
0.1305,0.3667,1,pose0,Inductor,8,-0.2362,circuit_755.jpg,correct_better
0.2035,0.4017,1,pose2,Capacitor,9,-0.1982,circuit_755.jpg,correct_better
0.153,0.1544,1,pose0,Diode,10,-0.0014,circuit_755.jpg,tied
0.1672,0.1686,1,pose0,Diode,11,-0.0014,circuit_755.jpg,tied
0.1995,0.3216,1,pose2,Capacitor,12,-0.1221,circuit_755.jpg,correct_better
0.1918,0.3954,1,pose2,Capacitor,13,-0.2036,circuit_755.jpg,correct_better
0.1705,0.1718,1,pose0,Diode,14,-0.0013,circuit_755.jpg,tied
0.1322,0.3409,1,pose2,Resistor,16,-0.2088,circuit_755.jpg,correct_better
0.1435,0.1419,0,pose4,Zener Diode,17,0.0016,circuit_755.jpg,tied
0.144,0.1424,0,pose4,Zener Diode,18,0.0016,circuit_755.jpg,tied
0.1117,0.3177,1,pose2,Resistor,0,-0.206,circuit_760.jpg,correct_better
0.1166,0.3542,1,pose2,Inductor,2,-0.2376,circuit_760.jpg,correct_better
0.1594,0.377,1,pose2,Capacitor,3,-0.2176,circuit_760.jpg,correct_better
0.1075,0.3915,1,pose2,V-AC,4,-0.284,circuit_760.jpg,correct_better
0.1027,0.1025,0,pose6,I-DC,0,0.0001,circuit_769.jpg,tied
0.1074,0.3111,1,pose2,Resistor,1,-0.2037,circuit_769.jpg,correct_better
0.115,0.3455,1,pose0,Resistor,2,-0.2304,circuit_769.jpg,correct_better
0.1587,0.3005,1,pose0,Capacitor,3,-0.1418,circuit_769.jpg,correct_better
0.1092,0.3557,1,pose2,Inductor,4,-0.2465,circuit_769.jpg,correct_better
0.1028,0.1016,0,pose6,V-DC,5,0.0012,circuit_769.jpg,tied
0.1102,0.109,0,pose6,V-DC,0,0.0011,circuit_775.jpg,tied
0.1124,0.1123,0,pose6,I-DC,2,0.0001,circuit_775.jpg,tied
0.1946,0.3962,1,pose2,Capacitor,8,-0.2016,circuit_775.jpg,correct_better
0.1971,0.394,1,pose2,Capacitor,9,-0.1969,circuit_775.jpg,correct_better
0.1834,0.2796,1,pose2,Capacitor,10,-0.0962,circuit_775.jpg,correct_better
0.1354,0.3748,1,pose0,Resistor,11,-0.2393,circuit_775.jpg,correct_better
0.1253,0.3567,1,pose0,Resistor,12,-0.2313,circuit_775.jpg,correct_better
0.1299,0.3633,1,pose0,Resistor,13,-0.2334,circuit_775.jpg,correct_better
0.1347,0.3662,1,pose0,Resistor,14,-0.2315,circuit_775.jpg,correct_better
0.1355,0.3709,1,pose0,Resistor,15,-0.2353,circuit_775.jpg,correct_better
0.1225,0.1599,1,pose0,Inductor,16,-0.0373,circuit_775.jpg,correct_better
0.1203,0.3535,1,pose0,Inductor,17,-0.2332,circuit_775.jpg,correct_better
0.1201,0.3505,1,pose0,Inductor,18,-0.2304,circuit_775.jpg,correct_better
0.1311,0.1116,0,pose4,Op-Amp,19,0.0196,circuit_775.jpg,tied
0.2302,0.1614,0,pose1,Op-Amp,20,0.0688,circuit_775.jpg,wrong_better
,,0,pose7,Op-Amp,21,,circuit_775.jpg,no_correct_pose
,,0,pose4,Op-Amp,22,,circuit_775.jpg,no_correct_pose
0.355,0.205,0,pose7,Op-Amp,23,0.1501,circuit_775.jpg,wrong_better
0.1502,0.3734,1,pose0,Capacitor,0,-0.2232,circuit_784.jpg,correct_better
0.1102,0.333,1,pose0,Resistor,1,-0.2229,circuit_784.jpg,correct_better
,,1,pose0,V-AC,2,,circuit_784.jpg,no_wrong_pose
0.1106,0.3501,1,pose0,Inductor,3,-0.2396,circuit_784.jpg,correct_better
0.1188,0.3542,1,pose2,Resistor,4,-0.2354,circuit_784.jpg,correct_better
0.1044,0.2963,1,pose2,Inductor,5,-0.1919,circuit_784.jpg,correct_better
0.1103,0.347,1,pose0,Inductor,7,-0.2367,circuit_784.jpg,correct_better
0.0963,0.3138,1,pose0,Resistor,8,-0.2175,circuit_784.jpg,correct_better
0.0889,0.0878,0,pose6,V-DC,0,0.0011,circuit_795.jpg,tied
0.0939,0.0938,0,pose6,I-DC,1,0.0001,circuit_795.jpg,tied
0.1071,0.231,1,pose2,Resistor,3,-0.1239,circuit_795.jpg,correct_better
0.1037,0.3032,1,pose2,Inductor,4,-0.1995,circuit_795.jpg,correct_better
0.1502,0.3687,1,pose0,Capacitor,5,-0.2185,circuit_795.jpg,correct_better
0.108,0.3388,1,pose0,Resistor,6,-0.2308,circuit_795.jpg,correct_better
0.1038,0.342,1,pose0,Inductor,7,-0.2381,circuit_795.jpg,correct_better
0.1362,0.3727,1,pose0,Capacitor,8,-0.2365,circuit_795.jpg,correct_better
0.2022,0.3973,1,pose2,Capacitor,0,-0.1952,circuit_820.jpg,correct_better
0.1201,0.3943,1,pose2,Resistor,1,-0.2742,circuit_820.jpg,correct_better
0.136,0.3794,1,pose0,Inductor,2,-0.2435,circuit_820.jpg,correct_better
0.0972,0.096,0,pose6,V-DC,3,0.0012,circuit_820.jpg,tied
,,0,pose7,Op-Amp,4,,circuit_820.jpg,no_correct_pose
,,0,pose4,Op-Amp,5,,circuit_820.jpg,no_correct_pose
0.1283,0.3961,1,pose0,Resistor,6,-0.2678,circuit_820.jpg,correct_better
0.1464,0.385,1,pose0,Inductor,7,-0.2386,circuit_820.jpg,correct_better
0.3489,0.1996,0,pose7,Op-Amp,8,0.1493,circuit_820.jpg,wrong_better
0.0994,0.0992,0,pose6,I-DC,9,0.0001,circuit_820.jpg,tied
0.1972,0.1997,1,pose1,Op-Amp,10,-0.0025,circuit_820.jpg,tied
0.1979,0.3994,1,pose2,Capacitor,11,-0.2015,circuit_820.jpg,correct_better
0.1223,0.3928,1,pose2,Resistor,12,-0.2705,circuit_820.jpg,correct_better
0.1967,0.3979,1,pose2,Capacitor,13,-0.2012,circuit_820.jpg,correct_better
0.1248,0.3982,1,pose0,Resistor,14,-0.2734,circuit_820.jpg,correct_better
0.1253,0.3844,1,pose0,Resistor,15,-0.2591,circuit_820.jpg,correct_better
0.1316,0.372,1,pose0,Inductor,21,-0.2405,circuit_820.jpg,correct_better
0.0956,0.0955,0,pose4,V-DC,0,0.0001,circuit_823.jpg,tied
0.1036,0.1038,1,pose0,I-DC,1,-0.0002,circuit_823.jpg,tied
0.156,0.3713,1,pose0,Capacitor,2,-0.2153,circuit_823.jpg,correct_better
0.115,0.3544,1,pose0,Inductor,3,-0.2394,circuit_823.jpg,correct_better
0.1711,0.3803,1,pose0,Capacitor,4,-0.2093,circuit_823.jpg,correct_better
0.1122,0.3413,1,pose0,Resistor,5,-0.2292,circuit_823.jpg,correct_better
0.1177,0.3013,1,pose2,Inductor,7,-0.1835,circuit_823.jpg,correct_better
0.1155,0.3515,1,pose0,Resistor,8,-0.236,circuit_823.jpg,correct_better
0.1065,0.3636,1,pose2,Resistor,9,-0.2571,circuit_823.jpg,correct_better
0.11,0.3421,1,pose0,Resistor,10,-0.2321,circuit_823.jpg,correct_better
0.1076,0.1064,0,pose6,V-DC,0,0.0012,circuit_832.jpg,tied
0.1191,0.3454,1,pose2,Resistor,1,-0.2262,circuit_832.jpg,correct_better
0.1181,0.3676,1,pose2,Inductor,2,-0.2495,circuit_832.jpg,correct_better
0.164,0.3207,1,pose0,Capacitor,3,-0.1567,circuit_832.jpg,correct_better
0.1227,0.3534,1,pose2,Resistor,4,-0.2307,circuit_832.jpg,correct_better
0.1522,0.3709,1,pose0,Capacitor,0,-0.2187,circuit_833.jpg,correct_better
0.0904,0.3615,1,pose2,I-AC,1,-0.2711,circuit_833.jpg,correct_better
0.1081,0.334,1,pose0,Resistor,2,-0.2259,circuit_833.jpg,correct_better
,,1,pose0,V-AC,4,,circuit_833.jpg,no_wrong_pose
0.1069,0.3405,1,pose0,Inductor,5,-0.2336,circuit_833.jpg,correct_better
0.1099,0.1088,0,pose6,V-DC,0,0.0012,circuit_835.jpg,tied
,,0,pose3,Op-Amp,1,,circuit_835.jpg,no_correct_pose
,,0,pose2,Op-Amp,3,,circuit_835.jpg,no_correct_pose
,,0,pose2,Op-Amp,4,,circuit_835.jpg,no_correct_pose
0.1666,0.4125,1,pose0,Resistor,7,-0.2459,circuit_835.jpg,correct_better
0.1406,0.3832,1,pose0,Inductor,8,-0.2426,circuit_835.jpg,correct_better
0.1353,0.2756,1,pose0,Inductor,9,-0.1404,circuit_835.jpg,correct_better
0.1786,0.3687,1,pose7,Resistor,11,-0.1901,circuit_835.jpg,correct_better
0.1434,0.3915,1,pose0,Resistor,12,-0.2481,circuit_835.jpg,correct_better
0.1086,0.1085,0,pose6,I-DC,13,0.0001,circuit_835.jpg,tied
0.1471,0.385,1,pose0,Resistor,14,-0.2379,circuit_835.jpg,correct_better
0.1305,0.3887,1,pose0,Resistor,15,-0.2582,circuit_835.jpg,correct_better
0.1868,0.3908,1,pose2,Capacitor,16,-0.204,circuit_835.jpg,correct_better
0.1357,0.3683,1,pose0,Inductor,17,-0.2327,circuit_835.jpg,correct_better
0.1914,0.3983,1,pose2,Capacitor,19,-0.2069,circuit_835.jpg,correct_better
0.1755,0.3797,1,pose2,Capacitor,20,-0.2042,circuit_835.jpg,correct_better
,,0,pose3,Op-Amp,21,,circuit_835.jpg,no_correct_pose
0.1194,0.1194,1,pose0,V-DC,0,-0.0,circuit_836.jpg,tied
,,1,pose0,V-AC,1,,circuit_836.jpg,no_wrong_pose
0.1111,0.1109,0,pose4,I-DC,2,0.0002,circuit_836.jpg,tied
0.1072,0.2476,1,pose0,I-AC,3,-0.1404,circuit_836.jpg,correct_better
0.1649,0.1631,0,pose4,V-DC,4,0.0018,circuit_836.jpg,tied
0.174,0.3854,1,pose2,Capacitor,5,-0.2114,circuit_836.jpg,correct_better
0.1677,0.3815,1,pose2,Capacitor,6,-0.2138,circuit_836.jpg,correct_better
0.1832,0.3915,1,pose2,Capacitor,7,-0.2083,circuit_836.jpg,correct_better
0.1225,0.3792,1,pose0,Inductor,8,-0.2567,circuit_836.jpg,correct_better
0.1695,0.3824,1,pose2,Capacitor,9,-0.2129,circuit_836.jpg,correct_better
0.1236,0.374,1,pose0,Inductor,10,-0.2504,circuit_836.jpg,correct_better
0.1255,0.371,1,pose0,Inductor,11,-0.2455,circuit_836.jpg,correct_better
0.1331,0.3728,1,pose0,Inductor,12,-0.2398,circuit_836.jpg,correct_better
0.1188,0.3955,1,pose2,V-AC,0,-0.2767,circuit_856.jpg,correct_better
0.1104,0.1102,0,pose6,I-DC,1,0.0002,circuit_856.jpg,tied
0.1875,0.1954,1,pose1,Zener Diode,2,-0.008,circuit_856.jpg,tied
0.1214,0.3544,1,pose0,Inductor,3,-0.2331,circuit_856.jpg,correct_better
0.1796,0.1933,1,pose1,Zener Diode,4,-0.0136,circuit_856.jpg,tied
0.1637,0.165,1,pose0,Diode,5,-0.0012,circuit_856.jpg,tied
0.1691,0.1703,1,pose0,Diode,6,-0.0012,circuit_856.jpg,tied
